F	V
1.07632481282593e+008	(-3.21161633659006e+001,-8.58370170345161e+001)
1.07880599776864e+008	(-3.21367173127974e+001,-8.58466173183524e+001)
1.08129290243337e+008	(-3.21572686694287e+001,-8.58561953388175e+001)
1.08378554000542e+008	(-3.21778174481153e+001,-8.58657511484535e+001)
1.08628392370052e+008	(-3.21983636611175e+001,-8.58752847996713e+001)
1.08878806676484e+008	(-3.22189073206354e+001,-8.58847963447515e+001)
1.09129798247511e+008	(-3.22394484388093e+001,-8.58942858358443e+001)
1.09381368413865e+008	(-3.22599870277197e+001,-8.59037533249703e+001)
1.09633518509345e+008	(-3.22805230993879e+001,-8.59131988640205e+001)
1.09886249870827e+008	(-3.23010566657763e+001,-8.59226225047569e+001)
1.10139563838267e+008	(-3.23215877387884e+001,-8.59320242988130e+001)
1.10393461754710e+008	(-3.23421163302695e+001,-8.59414042976936e+001)
1.10647944966298e+008	(-3.23626424520069e+001,-8.59507625527760e+001)
1.10903014822276e+008	(-3.23831661157299e+001,-8.59600991153098e+001)
1.11158672674998e+008	(-3.24036873331105e+001,-8.59694140364172e+001)
1.11414919879937e+008	(-3.24242061157636e+001,-8.59787073670938e+001)
1.11671757795690e+008	(-3.24447224752470e+001,-8.59879791582087e+001)
1.11929187783987e+008	(-3.24652364230620e+001,-8.59972294605049e+001)
1.12187211209695e+008	(-3.24857479706537e+001,-8.60064583245995e+001)
1.12445829440829e+008	(-3.25062571294113e+001,-8.60156658009844e+001)
1.12705043848557e+008	(-3.25267639106679e+001,-8.60248519400265e+001)
1.12964855807208e+008	(-3.25472683257016e+001,-8.60340167919679e+001)
1.13225266694279e+008	(-3.25677703857352e+001,-8.60431604069264e+001)
1.13486277890443e+008	(-3.25882701019366e+001,-8.60522828348960e+001)
1.13747890779555e+008	(-3.26087674854192e+001,-8.60613841257470e+001)
1.14010106748661e+008	(-3.26292625472421e+001,-8.60704643292264e+001)
1.14272927188004e+008	(-3.26497552984105e+001,-8.60795234949584e+001)
1.14536353491030e+008	(-3.26702457498756e+001,-8.60885616724446e+001)
1.14800387054402e+008	(-3.26907339125355e+001,-8.60975789110644e+001)
1.15065029277997e+008	(-3.27112197972349e+001,-8.61065752600754e+001)
1.15330281564923e+008	(-3.27317034147656e+001,-8.61155507686136e+001)
1.15596145321522e+008	(-3.27521847758669e+001,-8.61245054856939e+001)
1.15862621957375e+008	(-3.27726638912257e+001,-8.61334394602103e+001)
1.16129712885317e+008	(-3.27931407714768e+001,-8.61423527409365e+001)
1.16397419521436e+008	(-3.28136154272030e+001,-8.61512453765258e+001)
1.16665743285086e+008	(-3.28340878689359e+001,-8.61601174155120e+001)
1.16934685598893e+008	(-3.28545581071556e+001,-8.61689689063091e+001)
1.17204247888763e+008	(-3.28750261522911e+001,-8.61777998972122e+001)
1.17474431583887e+008	(-3.28954920147209e+001,-8.61866104363976e+001)
1.17745238116754e+008	(-3.29159557047726e+001,-8.61954005719231e+001)
1.18016668923152e+008	(-3.29364172327240e+001,-8.62041703517282e+001)
1.18288725442181e+008	(-3.29568766088025e+001,-8.62129198236348e+001)
1.18561409116256e+008	(-3.29773338431861e+001,-8.62216490353473e+001)
1.18834721391121e+008	(-3.29977889460032e+001,-8.62303580344530e+001)
1.19108663715848e+008	(-3.30182419273328e+001,-8.62390468684222e+001)
1.19383237542854e+008	(-3.30386927972052e+001,-8.62477155846090e+001)
1.19658444327900e+008	(-3.30591415656019e+001,-8.62563642302510e+001)
1.19934285530107e+008	(-3.30795882424557e+001,-8.62649928524701e+001)
1.20210762611957e+008	(-3.31000328376515e+001,-8.62736014982730e+001)
1.20487877039303e+008	(-3.31204753610260e+001,-8.62821902145506e+001)
1.20765630281380e+008	(-3.31409158223683e+001,-8.62907590480794e+001)
1.21044023810806e+008	(-3.31613542314199e+001,-8.62993080455211e+001)
1.21323059103597e+008	(-3.31817905978750e+001,-8.63078372534233e+001)
1.21602737639169e+008	(-3.32022249313810e+001,-8.63163467182196e+001)
1.21883060900352e+008	(-3.32226572415383e+001,-8.63248364862300e+001)
1.22164030373391e+008	(-3.32430875379009e+001,-8.63333066036611e+001)
1.22445647547957e+008	(-3.32635158299765e+001,-8.63417571166068e+001)
1.22727913917158e+008	(-3.32839421272267e+001,-8.63501880710480e+001)
1.23010830977541e+008	(-3.33043664390671e+001,-8.63585995128534e+001)
1.23294400229104e+008	(-3.33247887748681e+001,-8.63669914877798e+001)
1.23578623175304e+008	(-3.33452091439545e+001,-8.63753640414719e+001)
1.23863501323062e+008	(-3.33656275556058e+001,-8.63837172194633e+001)
1.24149036182774e+008	(-3.33860440190569e+001,-8.63920510671762e+001)
1.24435229268317e+008	(-3.34064585434979e+001,-8.64003656299222e+001)
1.24722082097059e+008	(-3.34268711380744e+001,-8.64086609529023e+001)
1.25009596189864e+008	(-3.34472818118878e+001,-8.64169370812072e+001)
1.25297773071103e+008	(-3.34676905739955e+001,-8.64251940598177e+001)
1.25586614268663e+008	(-3.34880974334112e+001,-8.64334319336051e+001)
1.25876121313950e+008	(-3.35085023991050e+001,-8.64416507473313e+001)
1.26166295741901e+008	(-3.35289054800035e+001,-8.64498505456492e+001)
1.26457139090993e+008	(-3.35493066849904e+001,-8.64580313731030e+001)
1.26748652903247e+008	(-3.35697060229064e+001,-8.64661932741283e+001)
1.27040838724242e+008	(-3.35901035025496e+001,-8.64743362930529e+001)
1.27333698103118e+008	(-3.36104991326754e+001,-8.64824604740965e+001)
1.27627232592585e+008	(-3.36308929219973e+001,-8.64905658613714e+001)
1.27921443748934e+008	(-3.36512848791864e+001,-8.64986524988825e+001)
1.28216333132044e+008	(-3.36716750128723e+001,-8.65067204305278e+001)
1.28511902305389e+008	(-3.36920633316426e+001,-8.65147697000989e+001)
1.28808152836047e+008	(-3.37124498440439e+001,-8.65228003512805e+001)
1.29105086294708e+008	(-3.37328345585814e+001,-8.65308124276515e+001)
1.29402704255685e+008	(-3.37532174837192e+001,-8.65388059726852e+001)
1.29701008296919e+008	(-3.37735986278808e+001,-8.65467810297490e+001)
1.30000000000000e+008	(-3.37939779994499e+001,-8.65547376421056e+001)
